,Nation,Coverage,Metric,Value,Year
8856,Mississippi,Any coverage,MOError2,N,2020
8857,Mississippi,Uninsured,MOError2,N,2020
8858,Mississippi,Private,MOError2,N,2020
8859,Mississippi,Employer-based,MOError2,N,2020
8860,Mississippi,Direct-purchase,MOError2,N,2020
8861,Mississippi,TRICARE,MOError2,N,2020
8862,Mississippi,Public,MOError2,N,2020
8863,Mississippi,Medicaid,MOError2,N,2020
8864,Mississippi,Medicare,MOError2,N,2020
8865,Mississippi,VA Care,MOError2,N,2020
8866,Missouri,Total,MOError2,N,2020
8867,Missouri,Any coverage,MOError2,N,2020
8868,Missouri,Uninsured,MOError2,N,2020
8869,Missouri,Private,MOError2,N,2020
8870,Missouri,Employer-based,MOError2,N,2020
8871,Missouri,Direct-purchase,MOError2,N,2020
8872,Missouri,TRICARE,MOError2,N,2020
8873,Missouri,Public,MOError2,N,2020
8874,Missouri,Medicaid,MOError2,N,2020
8875,Missouri,Medicare,MOError2,N,2020
8876,Missouri,VA Care,MOError2,N,2020
8877,Montana,Total,MOError2,N,2020
8878,Montana,Any coverage,MOError2,N,2020
8879,Montana,Uninsured,MOError2,N,2020
8880,Montana,Private,MOError2,N,2020
8881,Montana,Employer-based,MOError2,N,2020
8882,Montana,Direct-purchase,MOError2,N,2020
8883,Montana,TRICARE,MOError2,N,2020
8884,Montana,Public,MOError2,N,2020
8885,Montana,Medicaid,MOError2,N,2020
8886,Montana,Medicare,MOError2,N,2020
8887,Montana,VA Care,MOError2,N,2020
8888,Nebraska,Total,MOError2,N,2020
8889,Nebraska,Any coverage,MOError2,N,2020
8890,Nebraska,Uninsured,MOError2,N,2020
8891,Nebraska,Private,MOError2,N,2020
8892,Nebraska,Employer-based,MOError2,N,2020
8893,Nebraska,Direct-purchase,MOError2,N,2020
8894,Nebraska,TRICARE,MOError2,N,2020
8895,Nebraska,Public,MOError2,N,2020
8896,Nebraska,Medicaid,MOError2,N,2020
8897,Nebraska,Medicare,MOError2,N,2020
8898,Nebraska,VA Care,MOError2,N,2020
8899,Nevada,Total,MOError2,N,2020
8900,Nevada,Any coverage,MOError2,N,2020
8901,Nevada,Uninsured,MOError2,N,2020
8902,Nevada,Private,MOError2,N,2020
8903,Nevada,Employer-based,MOError2,N,2020
8904,Nevada,Direct-purchase,MOError2,N,2020
8905,Nevada,TRICARE,MOError2,N,2020
8906,Nevada,Public,MOError2,N,2020
8907,Nevada,Medicaid,MOError2,N,2020
8908,Nevada,Medicare,MOError2,N,2020
8909,Nevada,VA Care,MOError2,N,2020
8910,New Hampshire,Total,MOError2,N,2020
8911,New Hampshire,Any coverage,MOError2,N,2020
8912,New Hampshire,Uninsured,MOError2,N,2020
8913,New Hampshire,Private,MOError2,N,2020
8914,New Hampshire,Employer-based,MOError2,N,2020
8915,New Hampshire,Direct-purchase,MOError2,N,2020
8916,New Hampshire,TRICARE,MOError2,N,2020
8917,New Hampshire,Public,MOError2,N,2020
8918,New Hampshire,Medicaid,MOError2,N,2020
8919,New Hampshire,Medicare,MOError2,N,2020
8920,New Hampshire,VA Care,MOError2,N,2020
8921,New Jersey,Total,MOError2,N,2020
8922,New Jersey,Any coverage,MOError2,N,2020
8923,New Jersey,Uninsured,MOError2,N,2020
8924,New Jersey,Private,MOError2,N,2020
8925,New Jersey,Employer-based,MOError2,N,2020
8926,New Jersey,Direct-purchase,MOError2,N,2020
8927,New Jersey,TRICARE,MOError2,N,2020
8928,New Jersey,Public,MOError2,N,2020
8929,New Jersey,Medicaid,MOError2,N,2020
8930,New Jersey,Medicare,MOError2,N,2020
8931,New Jersey,VA Care,MOError2,N,2020
8932,New Mexico,Total,MOError2,N,2020
8933,New Mexico,Any coverage,MOError2,N,2020
8934,New Mexico,Uninsured,MOError2,N,2020
8935,New Mexico,Private,MOError2,N,2020
8936,New Mexico,Employer-based,MOError2,N,2020
8937,New Mexico,Direct-purchase,MOError2,N,2020
8938,New Mexico,TRICARE,MOError2,N,2020
8939,New Mexico,Public,MOError2,N,2020
8940,New Mexico,Medicaid,MOError2,N,2020
8941,New Mexico,Medicare,MOError2,N,2020
8942,New Mexico,VA Care,MOError2,N,2020
8943,New York,Total,MOError2,N,2020
8944,New York,Any coverage,MOError2,N,2020
8945,New York,Uninsured,MOError2,N,2020
8946,New York,Private,MOError2,N,2020
8947,New York,Employer-based,MOError2,N,2020
8948,New York,Direct-purchase,MOError2,N,2020
8949,New York,TRICARE,MOError2,N,2020
8950,New York,Public,MOError2,N,2020
8951,New York,Medicaid,MOError2,N,2020
8952,New York,Medicare,MOError2,N,2020
8953,New York,VA Care,MOError2,N,2020
8954,North Carolina,Total,MOError2,N,2020
8955,North Carolina,Any coverage,MOError2,N,2020
8956,North Carolina,Uninsured,MOError2,N,2020
8957,North Carolina,Private,MOError2,N,2020
8958,North Carolina,Employer-based,MOError2,N,2020
8959,North Carolina,Direct-purchase,MOError2,N,2020
8960,North Carolina,TRICARE,MOError2,N,2020
8961,North Carolina,Public,MOError2,N,2020
8962,North Carolina,Medicaid,MOError2,N,2020
8963,North Carolina,Medicare,MOError2,N,2020
8964,North Carolina,VA Care,MOError2,N,2020
8965,North Dakota,Total,MOError2,N,2020
8966,North Dakota,Any coverage,MOError2,N,2020
8967,North Dakota,Uninsured,MOError2,N,2020
8968,North Dakota,Private,MOError2,N,2020
8969,North Dakota,Employer-based,MOError2,N,2020
8970,North Dakota,Direct-purchase,MOError2,N,2020
8971,North Dakota,TRICARE,MOError2,N,2020
8972,North Dakota,Public,MOError2,N,2020
8973,North Dakota,Medicaid,MOError2,N,2020
8974,North Dakota,Medicare,MOError2,N,2020
8975,North Dakota,VA Care,MOError2,N,2020
8976,Ohio,Total,MOError2,N,2020
8977,Ohio,Any coverage,MOError2,N,2020
8978,Ohio,Uninsured,MOError2,N,2020
8979,Ohio,Private,MOError2,N,2020
8980,Ohio,Employer-based,MOError2,N,2020
8981,Ohio,Direct-purchase,MOError2,N,2020
8982,Ohio,TRICARE,MOError2,N,2020
8983,Ohio,Public,MOError2,N,2020
8984,Ohio,Medicaid,MOError2,N,2020
8985,Ohio,Medicare,MOError2,N,2020
8986,Ohio,VA Care,MOError2,N,2020
8987,Oklahoma,Total,MOError2,N,2020
8988,Oklahoma,Any coverage,MOError2,N,2020
8989,Oklahoma,Uninsured,MOError2,N,2020
8990,Oklahoma,Private,MOError2,N,2020
8991,Oklahoma,Employer-based,MOError2,N,2020
8992,Oklahoma,Direct-purchase,MOError2,N,2020
8993,Oklahoma,TRICARE,MOError2,N,2020
8994,Oklahoma,Public,MOError2,N,2020
8995,Oklahoma,Medicaid,MOError2,N,2020
8996,Oklahoma,Medicare,MOError2,N,2020
8997,Oklahoma,VA Care,MOError2,N,2020
8998,Oregon,Total,MOError2,N,2020
8999,Oregon,Any coverage,MOError2,N,2020
9000,Oregon,Uninsured,MOError2,N,2020
9001,Oregon,Private,MOError2,N,2020
9002,Oregon,Employer-based,MOError2,N,2020
9003,Oregon,Direct-purchase,MOError2,N,2020
9004,Oregon,TRICARE,MOError2,N,2020
9005,Oregon,Public,MOError2,N,2020
9006,Oregon,Medicaid,MOError2,N,2020
9007,Oregon,Medicare,MOError2,N,2020
9008,Oregon,VA Care,MOError2,N,2020
9009,Pennsylvania,Total,MOError2,N,2020
9010,Pennsylvania,Any coverage,MOError2,N,2020
9011,Pennsylvania,Uninsured,MOError2,N,2020
9012,Pennsylvania,Private,MOError2,N,2020
9013,Pennsylvania,Employer-based,MOError2,N,2020
9014,Pennsylvania,Direct-purchase,MOError2,N,2020
9015,Pennsylvania,TRICARE,MOError2,N,2020
9016,Pennsylvania,Public,MOError2,N,2020
9017,Pennsylvania,Medicaid,MOError2,N,2020
9018,Pennsylvania,Medicare,MOError2,N,2020
9019,Pennsylvania,VA Care,MOError2,N,2020
9020,Rhode Island,Total,MOError2,N,2020
9021,Rhode Island,Any coverage,MOError2,N,2020
9022,Rhode Island,Uninsured,MOError2,N,2020
9023,Rhode Island,Private,MOError2,N,2020
9024,Rhode Island,Employer-based,MOError2,N,2020
9025,Rhode Island,Direct-purchase,MOError2,N,2020
9026,Rhode Island,TRICARE,MOError2,N,2020
9027,Rhode Island,Public,MOError2,N,2020
9028,Rhode Island,Medicaid,MOError2,N,2020
9029,Rhode Island,Medicare,MOError2,N,2020
9030,Rhode Island,VA Care,MOError2,N,2020
9031,South Carolina,Total,MOError2,N,2020
9032,South Carolina,Any coverage,MOError2,N,2020
9033,South Carolina,Uninsured,MOError2,N,2020
9034,South Carolina,Private,MOError2,N,2020
9035,South Carolina,Employer-based,MOError2,N,2020
9036,South Carolina,Direct-purchase,MOError2,N,2020
9037,South Carolina,TRICARE,MOError2,N,2020
9038,South Carolina,Public,MOError2,N,2020
9039,South Carolina,Medicaid,MOError2,N,2020
9040,South Carolina,Medicare,MOError2,N,2020
9041,South Carolina,VA Care,MOError2,N,2020
9042,South Dakota,Total,MOError2,N,2020
9043,South Dakota,Any coverage,MOError2,N,2020
9044,South Dakota,Uninsured,MOError2,N,2020
9045,South Dakota,Private,MOError2,N,2020
9046,South Dakota,Employer-based,MOError2,N,2020
9047,South Dakota,Direct-purchase,MOError2,N,2020
9048,South Dakota,TRICARE,MOError2,N,2020
9049,South Dakota,Public,MOError2,N,2020
9050,South Dakota,Medicaid,MOError2,N,2020
9051,South Dakota,Medicare,MOError2,N,2020
9052,South Dakota,VA Care,MOError2,N,2020
9053,Tennessee,Total,MOError2,N,2020
9054,Tennessee,Any coverage,MOError2,N,2020
9055,Tennessee,Uninsured,MOError2,N,2020
9056,Tennessee,Private,MOError2,N,2020
9057,Tennessee,Employer-based,MOError2,N,2020
9058,Tennessee,Direct-purchase,MOError2,N,2020
9059,Tennessee,TRICARE,MOError2,N,2020
9060,Tennessee,Public,MOError2,N,2020
9061,Tennessee,Medicaid,MOError2,N,2020
9062,Tennessee,Medicare,MOError2,N,2020
9063,Tennessee,VA Care,MOError2,N,2020
9064,Texas,Total,MOError2,N,2020
9065,Texas,Any coverage,MOError2,N,2020
9066,Texas,Uninsured,MOError2,N,2020
9067,Texas,Private,MOError2,N,2020
9068,Texas,Employer-based,MOError2,N,2020
9069,Texas,Direct-purchase,MOError2,N,2020
9070,Texas,TRICARE,MOError2,N,2020
9071,Texas,Public,MOError2,N,2020
9072,Texas,Medicaid,MOError2,N,2020
9073,Texas,Medicare,MOError2,N,2020
9074,Texas,VA Care,MOError2,N,2020
9075,Utah,Total,MOError2,N,2020
9076,Utah,Any coverage,MOError2,N,2020
9077,Utah,Uninsured,MOError2,N,2020
9078,Utah,Private,MOError2,N,2020
9079,Utah,Employer-based,MOError2,N,2020
9080,Utah,Direct-purchase,MOError2,N,2020
9081,Utah,TRICARE,MOError2,N,2020
9082,Utah,Public,MOError2,N,2020
9083,Utah,Medicaid,MOError2,N,2020
9084,Utah,Medicare,MOError2,N,2020
9085,Utah,VA Care,MOError2,N,2020
9086,Vermont,Total,MOError2,N,2020
9087,Vermont,Any coverage,MOError2,N,2020
9088,Vermont,Uninsured,MOError2,N,2020
9089,Vermont,Private,MOError2,N,2020
9090,Vermont,Employer-based,MOError2,N,2020
9091,Vermont,Direct-purchase,MOError2,N,2020
9092,Vermont,TRICARE,MOError2,N,2020
9093,Vermont,Public,MOError2,N,2020
9094,Vermont,Medicaid,MOError2,N,2020
9095,Vermont,Medicare,MOError2,N,2020
9096,Vermont,VA Care,MOError2,N,2020
9097,Virginia,Total,MOError2,N,2020
9098,Virginia,Any coverage,MOError2,N,2020
9099,Virginia,Uninsured,MOError2,N,2020
9100,Virginia,Private,MOError2,N,2020
9101,Virginia,Employer-based,MOError2,N,2020
9102,Virginia,Direct-purchase,MOError2,N,2020
9103,Virginia,TRICARE,MOError2,N,2020
9104,Virginia,Public,MOError2,N,2020
9105,Virginia,Medicaid,MOError2,N,2020
9106,Virginia,Medicare,MOError2,N,2020
9107,Virginia,VA Care,MOError2,N,2020
9108,Washington,Total,MOError2,N,2020
9109,Washington,Any coverage,MOError2,N,2020
9110,Washington,Uninsured,MOError2,N,2020
9111,Washington,Private,MOError2,N,2020
9112,Washington,Employer-based,MOError2,N,2020
9113,Washington,Direct-purchase,MOError2,N,2020
9114,Washington,TRICARE,MOError2,N,2020
9115,Washington,Public,MOError2,N,2020
9116,Washington,Medicaid,MOError2,N,2020
9117,Washington,Medicare,MOError2,N,2020
9118,Washington,VA Care,MOError2,N,2020
9119,West Virginia,Total,MOError2,N,2020
9120,West Virginia,Any coverage,MOError2,N,2020
9121,West Virginia,Uninsured,MOError2,N,2020
9122,West Virginia,Private,MOError2,N,2020
9123,West Virginia,Employer-based,MOError2,N,2020
9124,West Virginia,Direct-purchase,MOError2,N,2020
9125,West Virginia,TRICARE,MOError2,N,2020
9126,West Virginia,Public,MOError2,N,2020
9127,West Virginia,Medicaid,MOError2,N,2020
9128,West Virginia,Medicare,MOError2,N,2020
9129,West Virginia,VA Care,MOError2,N,2020
9130,Wisconsin,Total,MOError2,N,2020
9131,Wisconsin,Any coverage,MOError2,N,2020
9132,Wisconsin,Uninsured,MOError2,N,2020
9133,Wisconsin,Private,MOError2,N,2020
9134,Wisconsin,Employer-based,MOError2,N,2020
9135,Wisconsin,Direct-purchase,MOError2,N,2020
9136,Wisconsin,TRICARE,MOError2,N,2020
9137,Wisconsin,Public,MOError2,N,2020
9138,Wisconsin,Medicaid,MOError2,N,2020
9139,Wisconsin,Medicare,MOError2,N,2020
9140,Wisconsin,VA Care,MOError2,N,2020
9141,Wyoming,Total,MOError2,N,2020
9142,Wyoming,Any coverage,MOError2,N,2020
9143,Wyoming,Uninsured,MOError2,N,2020
9144,Wyoming,Private,MOError2,N,2020
9145,Wyoming,Employer-based,MOError2,N,2020
9146,Wyoming,Direct-purchase,MOError2,N,2020
9147,Wyoming,TRICARE,MOError2,N,2020
9148,Wyoming,Public,MOError2,N,2020
9149,Wyoming,Medicaid,MOError2,N,2020
9150,Wyoming,Medicare,MOError2,N,2020
9151,Wyoming,VA Care,MOError2,N,2020
9163,Alabama,Total,estimate,"4,823",2019
9164,Alabama,Any coverage,estimate,"4,354",2019
9165,Alabama,Uninsured,estimate,469,2019
9166,Alabama,Private,estimate,"3,228",2019
9167,Alabama,Employer-based,estimate,"2,607",2019
9168,Alabama,Direct-purchase,estimate,640,2019
9169,Alabama,TRICARE,estimate,231,2019
9170,Alabama,Public,estimate,"1,797",2019
9171,Alabama,Medicaid,estimate,947,2019
9172,Alabama,Medicare,estimate,"1,003",2019
9173,Alabama,VA Care,estimate,132,2019
9174,Alaska,Total,estimate,706,2019
9175,Alaska,Any coverage,estimate,620,2019
9176,Alaska,Uninsured,estimate,86,2019
9177,Alaska,Private,estimate,457,2019
9178,Alaska,Employer-based,estimate,382,2019
9179,Alaska,Direct-purchase,estimate,52,2019
9180,Alaska,TRICARE,estimate,69,2019
9181,Alaska,Public,estimate,248,2019
9182,Alaska,Medicaid,estimate,154,2019
9183,Alaska,Medicare,estimate,99,2019
9184,Alaska,VA Care,estimate,29,2019
9185,Arizona,Total,estimate,"7,166",2019
9186,Arizona,Any coverage,estimate,"6,357",2019
9187,Arizona,Uninsured,estimate,809,2019
9188,Arizona,Private,estimate,"4,490",2019
9189,Arizona,Employer-based,estimate,"3,629",2019
9190,Arizona,Direct-purchase,estimate,898,2019
9191,Arizona,TRICARE,estimate,242,2019
9192,Arizona,Public,estimate,"2,750",2019
9193,Arizona,Medicaid,estimate,"1,492",2019
9194,Arizona,Medicare,estimate,"1,413",2019
9195,Arizona,VA Care,estimate,212,2019
9196,Arkansas,Total,estimate,"2,963",2019
9197,Arkansas,Any coverage,estimate,"2,692",2019
9198,Arkansas,Uninsured,estimate,271,2019
9199,Arkansas,Private,estimate,"1,757",2019
9200,Arkansas,Employer-based,estimate,"1,386",2019
9201,Arkansas,Direct-purchase,estimate,388,2019
9202,Arkansas,TRICARE,estimate,92,2019
9203,Arkansas,Public,estimate,"1,303",2019
9204,Arkansas,Medicaid,estimate,787,2019
9205,Arkansas,Medicare,estimate,614,2019
9206,Arkansas,VA Care,estimate,94,2019
9207,California,Total,estimate,"39,000",2019
9208,California,Any coverage,estimate,"36,000",2019
9209,California,Uninsured,estimate,"3,002",2019
9210,California,Private,estimate,"24,910",2019
9211,California,Employer-based,estimate,"20,690",2019
9212,California,Direct-purchase,estimate,"4,729",2019
9213,California,TRICARE,estimate,678,2019
9214,California,Public,estimate,"14,750",2019
9215,California,Medicaid,estimate,"9,926",2019
9216,California,Medicare,estimate,"6,100",2019
9217,California,VA Care,estimate,585,2019
9218,Colorado,Total,estimate,"5,664",2019
9219,Colorado,Any coverage,estimate,"5,211",2019
9220,Colorado,Uninsured,estimate,453,2019
9221,Colorado,Private,estimate,"4,016",2019
9222,Colorado,Employer-based,estimate,"3,249",2019
9223,Colorado,Direct-purchase,estimate,754,2019
9224,Colorado,TRICARE,estimate,230,2019
9225,Colorado,Public,estimate,"1,785",2019
9226,Colorado,Medicaid,estimate,967,2019
9227,Colorado,Medicare,estimate,886,2019
9228,Colorado,VA Care,estimate,143,2019
9229,Connecticut,Total,estimate,"3,515",2019
9230,Connecticut,Any coverage,estimate,"3,307",2019
9231,Connecticut,Uninsured,estimate,207,2019
9232,Connecticut,Private,estimate,"2,440",2019
9233,Connecticut,Employer-based,estimate,"2,081",2019
9234,Connecticut,Direct-purchase,estimate,423,2019
9235,Connecticut,TRICARE,estimate,48,2019
9236,Connecticut,Public,estimate,"1,303",2019
9237,Connecticut,Medicaid,estimate,766,2019
9238,Connecticut,Medicare,estimate,648,2019
9239,Connecticut,VA Care,estimate,55,2019
9240,Delaware,Total,estimate,956,2019
9241,Delaware,Any coverage,estimate,894,2019
9242,Delaware,Uninsured,estimate,63,2019
9243,Delaware,Private,estimate,678,2019
9244,Delaware,Employer-based,estimate,568,2019
9245,Delaware,Direct-purchase,estimate,130,2019
9246,Delaware,TRICARE,estimate,42,2019
9247,Delaware,Public,estimate,378,2019
9248,Delaware,Medicaid,estimate,198,2019
9249,Delaware,Medicare,estimate,207,2019
9250,Delaware,VA Care,estimate,24,2019
9251,District of Columbia,Total,estimate,697,2019
9252,District of Columbia,Any coverage,estimate,672,2019
9253,District of Columbia,Uninsured,estimate,25,2019
9254,District of Columbia,Private,estimate,506,2019
9255,District of Columbia,Employer-based,estimate,427,2019
9256,District of Columbia,Direct-purchase,estimate,90,2019
9257,District of Columbia,TRICARE,estimate,14,2019
9258,District of Columbia,Public,estimate,238,2019
9259,District of Columbia,Medicaid,estimate,173,2019
9260,District of Columbia,Medicare,estimate,92,2019
9261,District of Columbia,VA Care,estimate,10,2019
9262,Florida,Total,estimate,"21,160",2019
9263,Florida,Any coverage,estimate,"18,370",2019
9264,Florida,Uninsured,estimate,"2,784",2019
9265,Florida,Private,estimate,"13,220",2019
9266,Florida,Employer-based,estimate,"9,682",2019
9267,Florida,Direct-purchase,estimate,"3,576",2019
9268,Florida,TRICARE,estimate,772,2019
9269,Florida,Public,estimate,"7,780",2019
9270,Florida,Medicaid,estimate,"3,663",2019
9271,Florida,Medicare,estimate,"4,782",2019
9272,Florida,VA Care,estimate,613,2019
9273,Georgia,Total,estimate,"10,420",2019
9274,Georgia,Any coverage,estimate,"9,023",2019
9275,Georgia,Uninsured,estimate,"1,398",2019
9276,Georgia,Private,estimate,"6,860",2019
9277,Georgia,Employer-based,estimate,"5,652",2019
9278,Georgia,Direct-purchase,estimate,"1,227",2019
9279,Georgia,TRICARE,estimate,420,2019
9280,Georgia,Public,estimate,"3,272",2019
9281,Georgia,Medicaid,estimate,"1,791",2019
9282,Georgia,Medicare,estimate,"1,705",2019
9283,Georgia,VA Care,estimate,261,2019
9284,Hawaii,Total,estimate,"1,359",2019
9285,Hawaii,Any coverage,estimate,"1,302",2019
9286,Hawaii,Uninsured,estimate,56,2019
9287,Hawaii,Private,estimate,"1,034",2019
9288,Hawaii,Employer-based,estimate,869,2019
9289,Hawaii,Direct-purchase,estimate,176,2019
9290,Hawaii,TRICARE,estimate,106,2019
9291,Hawaii,Public,estimate,493,2019
9292,Hawaii,Medicaid,estimate,245,2019
9293,Hawaii,Medicare,estimate,275,2019
9294,Hawaii,VA Care,estimate,34,2019
9295,Idaho,Total,estimate,"1,765",2019
9296,Idaho,Any coverage,estimate,"1,574",2019
9297,Idaho,Uninsured,estimate,191,2019
9298,Idaho,Private,estimate,"1,235",2019
9299,Idaho,Employer-based,estimate,939,2019
9300,Idaho,Direct-purchase,estimate,307,2019
9301,Idaho,TRICARE,estimate,64,2019
9302,Idaho,Public,estimate,573,2019
9303,Idaho,Medicaid,estimate,283,2019
9304,Idaho,Medicare,estimate,317,2019
9305,Idaho,VA Care,estimate,57,2019
9306,Illinois,Total,estimate,"12,490",2019
9307,Illinois,Any coverage,estimate,"11,570",2019
9308,Illinois,Uninsured,estimate,923,2019
9309,Illinois,Private,estimate,"8,760",2019
9310,Illinois,Employer-based,estimate,"7,466",2019
9311,Illinois,Direct-purchase,estimate,"1,534",2019
9312,Illinois,TRICARE,estimate,155,2019
9313,Illinois,Public,estimate,"4,184",2019
9314,Illinois,Medicaid,estimate,"2,274",2019
9315,Illinois,Medicare,estimate,"2,147",2019
9316,Illinois,VA Care,estimate,208,2019
9317,Indiana,Total,estimate,"6,632",2019
9318,Indiana,Any coverage,estimate,"6,053",2019
9319,Indiana,Uninsured,estimate,578,2019
9320,Indiana,Private,estimate,"4,610",2019
9321,Indiana,Employer-based,estimate,"3,900",2019
9322,Indiana,Direct-purchase,estimate,811,2019
9323,Indiana,TRICARE,estimate,110,2019
9324,Indiana,Public,estimate,"2,232",2019
9325,Indiana,Medicaid,estimate,"1,171",2019
9326,Indiana,Medicare,estimate,"1,197",2019
9327,Indiana,VA Care,estimate,144,2019
9328,Iowa,Total,estimate,"3,112",2019
9329,Iowa,Any coverage,estimate,"2,956",2019
9330,Iowa,Uninsured,estimate,156,2019
9331,Iowa,Private,estimate,"2,277",2019
9332,Iowa,Employer-based,estimate,"1,869",2019
9333,Iowa,Direct-purchase,estimate,460,2019
9334,Iowa,TRICARE,estimate,55,2019
9335,Iowa,Public,estimate,"1,123",2019
9336,Iowa,Medicaid,estimate,603,2019
9337,Iowa,Medicare,estimate,587,2019
9338,Iowa,VA Care,estimate,80,2019
9339,Kansas,Total,estimate,"2,852",2019
9340,Kansas,Any coverage,estimate,"2,589",2019
9341,Kansas,Uninsured,estimate,262,2019
9342,Kansas,Private,estimate,"2,121",2019
9343,Kansas,Employer-based,estimate,"1,701",2019
9344,Kansas,Direct-purchase,estimate,446,2019
9345,Kansas,TRICARE,estimate,109,2019
9346,Kansas,Public,estimate,845,2019
9347,Kansas,Medicaid,estimate,380,2019
9348,Kansas,Medicare,estimate,508,2019
9349,Kansas,VA Care,estimate,69,2019
9350,Kentucky,Total,estimate,"4,385",2019
9351,Kentucky,Any coverage,estimate,"4,102",2019
9352,Kentucky,Uninsured,estimate,283,2019
9353,Kentucky,Private,estimate,"2,795",2019
9354,Kentucky,Employer-based,estimate,"2,320",2019
9355,Kentucky,Direct-purchase,estimate,513,2019
9356,Kentucky,TRICARE,estimate,121,2019
9357,Kentucky,Public,estimate,"1,893",2019
9358,Kentucky,Medicaid,estimate,"1,135",2019
9359,Kentucky,Medicare,estimate,899,2019
